Fri Sep 24 2021 06:18:16 GMT-0400 (Eastern Daylight Time) - Run Time: 797ms

Cross Tabulation Query Form - Household - 2016 v1.1

Row: 2006 GTA zone of household - gta06_hhld
Column: Income range of household - income


Filters:
Regional municipality of household - region_hhld In 5,6,11

Household 2016
ROW : gta06_hhld
COLUMN : income
  gta06_hhld      income      total
        6294           4         13
        6296           1         56
        6296           2        111
        6296           3        184
        6296           4        187
        6296           5         82
        6296           7        114
        6297           2        108
        6297           3         79
        6297           4        136
        6297           7         79
        6299           1         56
        6299           2        174
        6299           3         67
        6299           4         41
        6299           5         52
        6299           7        314
        6300           1         19
        6300           2        280
        6300           3         41
        6300           4         60
        6300           6         40
        6300           7         45
        6301           2        236
        6301           3        210
        6301           4         96
        6301           5         22
        6301           7        128
        6302           3         17
        6302           4         27
        6302           5         87
        6302           7         27
        6303           2          9
        6303           3         36
        6303           4        125
        6303           5         26
        6303           6         70
        6303           7        134
        6304           7          6
        6306           5          7
        6306           6          5
        6306           7          9
        6307           2         93
        6307           3         53
        6307           4         80
        6307           5        113
        6307           6         96
        6307           7         85
        6308           1         34
        6308           2        182
        6308           3        257
        6308           4        334
        6308           5        158
        6308           6        158
        6308           7        332
        6309           1         88
        6309           2        171
        6309           3         69
        6309           4        253
        6309           5         10
        6309           6         15
        6309           7        180
        6310           2        138
        6310           3        121
        6310           4         32
        6310           7        144
        6311           2         13
        6311           3         11
        6311           7         58
        6312           1         89
        6312           2         91
        6312           3         46
        6312           4         54
        6312           6         10
        6312           7         89
        6313           2         24
        6313           3         14
        6314           2         15
        6314           7         24
        6315           1         57
        6315           2         57
        6315           3         43
        6315           4         43
        6315           7        118
        6316           1         82
        6316           2        117
        6316           3         71
        6316           4         42
        6316           6         25
        6316           7         67
        6317           3         21
        6317           4        106
        6317           6         36
        6317           7         10
        6318           4         15
        6319           4         21
        6320           1         37
        6320           2         89
        6320           3         40
        6320           4        152
        6320           5         26
        6320           6        181
        6320           7        176
        6322           2         26
        6322           3         52
        6322           4         37
        6322           5         26
        6322           7         48
        6323           3         25
        6324           2         20
        6324           6         88
        6325           1         33
        6325           2        390
        6325           3        315
        6325           4         10
        6325           7        187
        6326           1         96
        6326           2        226
        6326           3        218
        6326           4         34
        6326           5         37
        6326           7        109
        6327           1         24
        6328           2         17
        6329           7         21
        6330           2         20
        6330           3         19
        6330           4        166
        6330           6         14
        6331           1         22
        6331           2          8
        6331           3         33
        6331           4         33
        6331           5         16
        6331           7         46
        6332           1         17
        6332           2         53
        6332           3         31
        6332           4         39
        6332           5         46
        6332           6         17
        6332           7         72
        6333           1         33
        6333           2         31
        6333           3         29
        6333           4         20
        6333           5         26
        6333           6         45
        6333           7         34
        6334           2         16
        6334           3         11
        6334           4        107
        6334           5         45
        6334           6         15
        6334           7         70
        6335           2         13
        6335           4         66
        6335           5         15
        6335           6         37
        6335           7         49
        6336           1         59
        6336           2        495
        6336           3        151
        6336           4        187
        6336           5        101
        6336           6         60
        6336           7        142
        6337           1         29
        6337           2        373
        6337           3         82
        6337           4        253
        6337           5        107
        6337           6         58
        6337           7        255
        6338           1         30
        6338           2        171
        6338           3        141
        6338           4        194
        6338           5        152
        6338           6        205
        6338           7        185
        6339           1         29
        6339           2         30
        6339           4        150
        6339           5         18
        6339           6         38
        6339           7         27
        6340           2        113
        6340           3        209
        6340           4        248
        6340           5         42
        6340           6        213
        6340           7        155
        6341           1         29
        6341           2        264
        6341           3        285
        6341           4        146
        6341           5        150
        6341           6        137
        6341           7        413
        6342           1         36
        6342           2        320
        6342           3        189
        6342           4        309
        6342           5        155
        6342           6         23
        6342           7        239
        6343           1        155
        6343           2        334
        6343           3        233
        6343           4        125
        6343           5         10
        6343           6         34
        6343           7        199
        6344           1         79
        6344           2        372
        6344           3         78
        6344           4        105
        6344           5         89
        6344           6        157
        6344           7        263
        6345           1        121
        6345           2        269
        6345           3        257
        6345           4        185
        6345           5          8
        6345           6         77
        6345           7        280
        6346           1          8
        6346           2         92
        6346           5         40
        6346           7         19
        6347           1         18
        6347           2         88
        6347           3        125
        6347           4         94
        6347           5         19
        6347           6         37
        6347           7        164
        6348           2         33
        6348           3         81
        6348           4         30
        6348           5        174
        6348           6         34
        6348           7         58
        6349           1         18
        6349           2         82
        6349           3         84
        6349           4         65
        6349           5         35
        6349           7         48
        6350           1          8
        6350           2        133
        6350           3        224
        6350           4        136
        6350           5        101
        6350           6         33
        6350           7        105
        6351           1         30
        6351           2         14
        6351           3         16
        6351           4         49
        6351           5         41
        6351           6         66
        6351           7         31
        6352           1         14
        6352           4         20
        6352           6         16
        6353           2         26
        6353           4        159
        6353           5         97
        6353           6         16
        6353           7         56
        6354           1          8
        6354           2         14
        6354           3         29
        6354           4        165
        6354           5         44
        6354           6         12
        6354           7         75
        6355           2         21
        6355           3         14
        6355           4         94
        6355           5         12
        6355           6         16
        6355           7         86
        6356           1         14
        6356           2          8
        6356           5         11
        6356           6         39
        6357           4         75
        6357           5         49
        6357           6        109
        6357           7         86
        6358           3         37
        6358           4         55
        6358           5         30
        6358           7         15
        6359           2         29
        6359           3         98
        6359           4        372
        6359           5        101
        6359           6         66
        6359           7        132
        6360           2        355
        6360           3        257
        6360           4        607
        6360           5        209
        6360           6        438
        6360           7        531
        6361           1         13
        6361           2         13
        6361           3         92
        6361           4        163
        6361           5         25
        6361           6         71
        6361           7         42
        6362           2        142
        6362           3        116
        6362           4         57
        6362           5        137
        6362           6         56
        6362           7        172
        6363           2         73
        6363           3        109
        6363           4        153
        6363           5        228
        6363           6         80
        6363           7         84
        6364           1         39
        6364           2         95
        6364           3         77
        6364           4        109
        6364           5         95
        6364           6        119
        6364           7         55
        6366           1         83
        6366           2        238
        6366           3        159
        6366           4        426
        6366           5        347
        6366           6        255
        6366           7        495
